Name,Country,Sales,Profit,Assets,Market Value
Korea Shipbuilding & Offshore Engineering,South Korea,17300000000.0,417100000.0,24100000000.0,7000000000.0
Aeroports de Paris,France,5900000000.0,682200000.0,21700000000.0,13600000000.0
China Resources Gas Group,Hong Kong,12900000000.0,667200000.0,17700000000.0,8000000000.0
Motor Oil,Greece,14400000000.0,871100000.0,8400000000.0,3300000000.0
Lumen Technologies,United States,14100000000.0,-10800000000.0,33200000000.000004,1300000000.0
CF Industries Holdings,United States,6100000000.0,1200000000.0,13900000000.0,13900000000.0
RHB Bank,Malaysia,3000000000.0,615200000.0,71500000000.0,5100000000.0
CJ Cheiljedang,South Korea,22100000000.0,357000000.0,22500000000.0,3900000000.0
DISCO Corp.,Japan,2100000000.0,582300000.0,3700000000.0,39100000000.0
Avery Dennison,United States,8500000000.0,554200000.0,8300000000.000001,18200000000.0
China Shipbuilding Industry,China,6900000000.0,-99400000.0,27400000000.0,16300000000.0
BNK Financial Group,South Korea,6400000000.0,460700000.0,110700000000.0,2000000000.0
Casey's General Stores,United States,14600000000.0,471000000.0,6200000000.0,12400000000.0
Huntington Ingalls Industries,United States,11600000000.0,705000000.0,11200000000.0,10100000000.0
Sandoz Group,Switzerland,9900000000.0,77000000.0,19400000000.0,15200000000.0
Guangdong Haid Group,China,16100000000.000002,445400000.0,6200000000.0,12000000000.0
Lamb Weston Holdings,United States,6600000000.0,1100000000.0,7200000000.0,12500000000.0
LG Display,South Korea,16800000000.0,-1700000000.0,26800000000.0,3800000000.0
New World Development,Hong Kong,9300000000.0,73400000.0,60200000000.0,3200000000.0
Zhuhai Huafa Properties,China,9000000000.0,229700000.0,63600000000.0,3100000000.0
JDE Peet's,Netherlands,8900000000.0,396800000.0,25900000000.0,11800000000.0
Rithm Capital,United States,4000000000.0,815000000.0,42100000000.0,5500000000.0
Unibail-Rodamco-Westfield ,France,3300000000.0,-1800000000.0,59200000000.0,12000000000.0
Shenwan Hongyuan Group,China,3300000000.0,559300000.0,86900000000.0,5200000000.0
Invitation Homes,United States,2600000000.0,540900000.0,19200000000.0,21700000000.0
Sumitomo Chemical,Japan,16899999999.999998,-2200000000.0,26000000000.0,3400000000.0
Toray Industries,Japan,17000000000.0,151400000.0,22900000000.0,8100000000.0
Alliant Energy,United States,4000000000.0,698000000.0,21200000000.0,13300000000.0
Transurban Group,Australia,2800000000.0,150700000.0,24800000000.0,25700000000.0
China Communications Services,China,21000000000.0,507800000.0,17200000000.0,3400000000.0
Sinotruk Hong Kong,China,12100000000.0,749200000.0,17200000000.0,7100000000.0
Commercial Bank of Qatar ,Qatar,3400000000.0,751500000.0,45700000000.0,4600000000.0
Hubei Biocause Pharmaceutical,China,11800000000.0,-80900000.0,39000000000.0,1700000000.0
China International Marine,China,18600000000.0,44200000.0,23800000000.0,4600000000.0
Secom,Japan,8000000000.0,705000000.0,13700000000.0,13500000000.0
ASM International,Netherlands,2800000000.0,590700000.0,4900000000.0,34800000000.0
Lundbergs,Sweden,2200000000.0,683400000.0,21400000000.0,13200000000.0
Avnet,United States,24700000000.0,571300000.0,12300000000.0,4800000000.0
Kao ,Japan,10700000000.0,384000000.0,11700000000.0,20800000000.0
Concordia Financial Group,Japan,2500000000.0,462900000.0,161100000000.0,6700000000.0
Globe Life,United States,5500000000.0,1000000000.0,28600000000.0,7900000000.0
Siam Cement,Thailand,14100000000.0,335300000.0,25700000000.0,8300000000.000001
Deckers Outdoor,United States,4099999999.9999995,723800000.0,3300000000.0,22800000000.0
Suntory Beverage & Food,Japan,11200000000.0,611400000.0,13100000000.0,11300000000.0
WSP,Canada,10800000000.0,418400000.0,11700000000.0,19000000000.0
Wharf Real Estate Investment,Hong Kong,1700000000.0,608800000.0,31400000000.0,10600000000.0
BIM Birlesik Magazalar,Turkey,13800000000.0,648200000.0,5000000000.0,9000000000.0
Lear,United States,23600000000.0,538500000.0,14900000000.0,7400000000.0
SSAB,United States,10800000000.0,1100000000.0,10600000000.0,5700000000.0
Korea Investment Holdings,South Korea,4099999999.9999995,565800000.0,72300000000.0,3000000000.0
Hyundai Engineering,South Korea,24400000000.0,424700000.0,18100000000.0,2800000000.0
Charoen Pokphand Group,Thailand,16500000000.0,-59500000.0,24800000000.0,4900000000.0
Goodyear,United States,19700000000.0,-645000000.0,22000000000.0,3700000000.0
Military Commercial Joint Stock Bank,Vietnam,3500000000.0,838200000.0,36300000000.0,4800000000.0
Wintrust Financial,United States,3800000000.0,629700000.0,57600000000.0,6300000000.0
Jones Lang LaSalle,United States,21200000000.0,300700000.0,15500000000.0,9800000000.0
Carlisle Cos,United States,5000000000.0,773300000.0,6600000000.0,19900000000.0
Snap-on,United States,5100000000.0,1000000000.0,7700000000.0,14700000000.0
Fukuoka Financial Group,Japan,2800000000.0,423100000.0,215700000000.0,5200000000.0
CBOE Global Markets,United States,3700000000.0,793200000.0,8199999999.999999,19300000000.0
Genmab,Denmark,2600000000.0,792900000.0,5300000000.0,19400000000.0
Booz Allen Hamilton Holding,United States,10300000000.0,405900000.0,6500000000.0,19800000000.0
Advanced Info Service,Thailand,5500000000.0,873700000.0,12500000000.0,17100000000.000002
BorgWarner,United States,15300000000.0,614000000.0,14100000000.0,8500000000.0
New York Community Bancorp,United States,6700000000.0,-2400000000.0,112900000000.0,3000000000.0
Old Republic International,United States,7500000000.0,715400000.0,21100000000.0,8800000000.0
Hubbell,United States,5500000000.0,724000000.0,6900000000.0,21100000000.0
Lotte Chemical,South Korea,15200000000.0,-192700000.0,26100000000.0,3700000000.0
Moderna,United States,5100000000.0,-6000000000.0,16700000000.0,50900000000.0
Colruyt,Belgium,10800000000.0,1100000000.0,7100000000.0,5600000000.0
China Longyuan Power,China,5200000000.0,885300000.0,32799999999.999996,7400000000.0
Hyatt Hotels,United States,7200000000.0,684000000.0,11700000000.0,15100000000.0
Bank of Qingdao,China,3600000000.0,521200000.00000006,86200000000.0,2000000000.0
SGS,Switzerland,7400000000.0,615400000.0,8000000000.0,16800000000.0
Cleveland-Cliffs,United States,21900000000.0,389000000.0,17200000000.0,8300000000.000001
Bath & Body Works,United States,7400000000.0,878000000.0,5500000000.0,11200000000.0
Empire,Canada,22800000000.0,562500000.0,12400000000.0,6300000000.0
Ultrapar Participacoes,Brazil,25500000000.0,528700000.00000006,7400000000.0,5300000000.0
Vietnam Technological & Commercial Joint Stock Bank,Vietnam,3000000000.0,819200000.0,35700000000.0,6900000000.0
Guangzhou Rural Commercial Bank,China,6100000000.0,377100000.0,185400000000.0,2600000000.0
LG ,South Korea,5000000000.0,873500000.0,22700000000.0,9300000000.0
Check Point Software,Israel,2400000000.0,840100000.0,5500000000.0,17100000000.000002
CIFI Holdings Group,China,10100000000.0,-1300000000.0,42500000000.0,721000000.0
Bank of Guizhou,China,3500000000.0,518400000.0,81300000000.0,2800000000.0
VeriSign,United States,1500000000.0,833000000.0,1700000000.0,17000000000.0
Vertiv Holdings,United States,7000000000.0,404000000.0,7600000000.0,36200000000.0
Ningxia Baofeng Energy Group,China,4200000000.0,820800000.0,10200000000.0,17200000000.0
Stora Enso,Finland,9600000000.0,-499800000.0,21900000000.0,11800000000.0
KPN,Netherlands,5900000000.0,913500000.0,13500000000.0,15000000000.0
Shenzhen Inovance Technology,China,4500000000.0,670200000.0,7000000000.0,22500000000.0
Chiba Bank,Japan,2000000000.0,431800000.0,140900000000.0,6100000000.0
China Development Bank Financial Leasing,China,3700000000.0,585400000.0,57800000000.0,3600000000.0
First Pacific,Hong Kong,10500000000.0,501400000.0,27400000000.0,2000000000.0
Prada,Italy,5100000000.0,725400000.0,8400000000.0,19800000000.0
Albemarle,United States,8400000000.0,337300000.0,19000000000.0,15400000000.0
Cosmo Energy Holdings,Japan,18900000000.0,567500000.0,14600000000.0,4099999999.9999995
Equifax,United States,5400000000.0,557800000.0,12300000000.0,30700000000.0
AppLovin,United States,3600000000.0,594100000.0,5300000000.0,27100000000.0
Knorr-Bremse,Germany,8700000000.0,597300000.0,9500000000.0,13000000000.0
Grupo Bolivar,Colombia,8400000000.0,-8900000.0,52000000000.0,1400000000.0
Brighthouse Financial,United States,2900000000.0,-1100000000.0,238800000000.0,2800000000.0
Bank of East Asia,Hong Kong,5700000000.0,449900000.0,110200000000.0,3600000000.0
Schaeffler,Germany,17600000000.0,446700000.0,18700000000.0,4600000000.0
Japan Airlines,Japan,11400000000.0,660700000.0,17500000000.0,7600000000.0
AECOM,United States,15300000000.0,-13800000.0,11500000000.0,12200000000.0
Shionogi,Japan,3000000000.0,1100000000.0,9400000000.0,12500000000.0
Unicharm,Japan,6600000000.0,604200000.0,7700000000.0,19200000000.0
Taishin Financial Holdings,Taiwan,3600000000.0,462500000.0,100100000000.0,7300000000.0
Bandai Namco Holdings,Japan,7300000000.0,701900000.0,6400000000.0,13200000000.0
Geberit,Switzerland,3400000000.0,686600000.0,4200000000.0,20600000000.0
Veeva Systems,United States,2400000000.0,525700000.00000006,5900000000.0,34000000000.0
"Hangzhou Binjiang Real Estate Group Co., Ltd.",China,10100000000.0,366600000.0,39200000000.0,4400000000.0
CrowdStrike,United States,3100000000.0,89300000.0,6600000000.0,84100000000.0
"Sumitomo Forestry Co.,",Japan,12500000000.0,762800000.0,12700000000.0,7800000000.0
Anhui Gujing Distillery,China,2600000000.0,709100000.0,5600000000.0,19500000000.0
News Corp,United States,9900000000.0,208000000.0,16500000000.0,15000000000.0
Banca Popolare di Sondrio,Italy,2900000000.0,555100000.0,61300000000.0,4000000000.0
SS&C Technologies,United States,5600000000.0,638700000.0,17400000000.0,15800000000.0
Ventas,United States,4600000000.0,-72800000.0,24700000000.0,19800000000.0
Wheaton Precious Metals,Canada,1100000000.0,590700000.0,7200000000.0,25900000000.0
CPFL Energia,Brazil,8100000000.0,1100000000.0,15100000000.0,7700000000.0
MTN Group,South Africa,12000000000.0,221600000.0,23800000000.0,8600000000.0
Skyworks Solutions,United States,4500000000.0,855200000.0,8300000000.000001,15000000000.0
Sime Darby,Malaysia,11900000000.0,819700000.0,12200000000.0,4200000000.0
Group 1 Automotive,United States,18200000000.0,577000000.0,8500000000.0,4300000000.0
Dr. Sulaiman Al-Habib Medical Services Group,Saudi Arabia,2600000000.0,561900000.0,4500000000.0,27700000000.0
Nan Ya Plastics,Taiwan,8000000000.0,212700000.0,20400000000.0,13900000000.0
PTT Global Chemical,Thailand,17900000000.0,8800000.0,20400000000.0,4700000000.0
Sasol,South Africa,14900000000.0,206100000.0,23400000000.0,4700000000.0
Genworth Financial,United States,7000000000.0,93000000.0,70900000000.0,2900000000.0
Macy's,United States,23900000000.0,105000000.0,17400000000.0,5400000000.0
Falabella,Chile,13100000000.0,198100000.0,24800000000.0,7800000000.0
Fuyao Glass Industry Group,China,4700000000.0,795100000.0,8000000000.0,15800000000.0
U-Haul Holding,United States,5700000000.0,637300000.0,19000000000.0,13500000000.0
Tata Power Company,India,7400000000.0,446500000.0,16700000000.0,16700000000.0
West Pharmaceutical Services,United States,2900000000.0,568700000.0,3600000000.0,25900000000.0
World Fuel Services,United States,46200000000.0,57600000.0,7200000000.0,1500000000.0
Goodman Group,Australia,1300000000.0,161200000.0,15700000000.0,43600000000.0
United Therapeutics,United States,2500000000.0,1100000000.0,6500000000.0,12200000000.0
Banca Transilvania,Romania,2900000000.0,685800000.0,38200000000.0,5200000000.0
Qinghai Salt Lake Industry,China,2600000000.0,923500000.0,6500000000.0,13200000000.0
Shengjing Bank,China,5700000000.0,105800000.0,152300000000.0,936000000.0
Cadence Bank,United States,2500000000.0,582700000.0,48300000000.0,5400000000.0
NAURA Technology GroupLtd,China,3300000000.0,618300000.0,7800000000.0,21400000000.0
Wynn Resorts,United States,7000000000.0,861900000.0,13500000000.0,10800000000.0
Brambles,Australia,6400000000.0,763800000.0,8800000000.0,13300000000.0
Chesapeake Energy,United States,4700000000.0,1100000000.0,14000000000.0,12000000000.0
Iveco Group,Italy,17500000000.0,248300000.0,19900000000.0,3400000000.0
Mebuki Financial Group,Japan,1900000000.0,299900000.0,143900000000.0,3900000000.0
Royalty Pharma,United States,2200000000.0,799500000.0,16100000000.000002,12300000000.0
Sonova Holding,Switzerland,4099999999.9999995,678300000.0,6400000000.0,19100000000.0
Chailease Holding,Taiwan,3200000000.0,762300000.0,30100000000.0,7600000000.0
Shanghai Commercial & Savings Bank,Taiwan,3000000000.0,468800000.0,75800000000.0,6900000000.0
Bank OZK,United States,2400000000.0,696400000.0,36000000000.0,5600000000.0
China Huarong Asset Management,China,5300000000.0,211900000.0,136500000000.0,3900000000.0
Popular,United States,4000000000.0,485600000.0,70900000000.0,6600000000.0
Fair Isaac,United States,1600000000.0,481000000.0,1700000000.0,34900000000.0
Chang Hwa Bank,Taiwan,2800000000.0,425100000.0,94700000000.0,6200000000.0
Zoom Video Communications,United States,4500000000.0,637500000.0,9900000000.0,19900000000.0
InterContinental Hotels,United Kingdom,4600000000.0,751400000.0,4800000000.0,16100000000.000002
HMM,South Korea,6600000000.0,818600000.0,20400000000.0,8199999999.999999
Migdal Insurance,Israel,7500000000.0,114300000.0,53000000000.0,1300000000.0
Shizuoka Financial Group,Japan,2300000000.0,399400000.0,106700000000.0,5600000000.0
Titan (India),India,6200000000.0,421800000.0,3800000000.0,35800000000.0
Waters,United States,2900000000.0,603500000.0,4500000000.0,21100000000.0
Moncler SpA,Italy,3200000000.0,661600000.0,5500000000.0,18800000000.0
Shenzhen Overseas,China,7600000000.0,-912200000.0,50400000000.0,3400000000.0
Old National Bank,United States,2600000000.0,555700000.0,49500000000.0,5600000000.0
Rajesh Exports,India,36900000000.0,88800000.0,2300000000.0,1100000000.0
Snowflake,United States,2800000000.0,-836100000.0,8199999999.999999,54100000000.0
TMBThanachart Bank,Thailand,2800000000.0,553600000.0,49500000000.0,4700000000.0
Whirlpool,United States,19300000000.0,400000000.0,17400000000.0,5000000000.0
Watsco,United States,7300000000.0,476900000.0,4400000000.0,19200000000.0
Hellenic Petroleum,Greece,14100000000.0,640200000.0,9000000000.0,2800000000.0
Cullen/Frost Bankers,United States,2700000000.0,549900000.0,49500000000.0,6800000000.0
Harbin Bank,China,4700000000.0,105900000.0,114800000000.0,465000000.0
Alfa Laval,Sweden,6100000000.0,613700000.0,8000000000.0,18700000000.0
FCC,Spain,9800000000.0,638900000.0,18500000000.0,6600000000.0
Doosan,South Korea,14600000000.0,-261100000.00000003,21800000000.0,2100000000.0
Emera,Canada,5000000000.0,513799999.99999994,29600000000.0,10500000000.0
China Resources Beer (Holdings),Hong Kong,5500000000.0,741100000.0,10100000000.0,15400000000.0
Commercial Bank Dubai,United Arab Emirates,2200000000.0,685500000.0,35100000000.0,5300000000.0
JM Smucker,United States,8199999999.999999,-101200000.0,20200000000.0,12200000000.0
RPM International,United States,7300000000.0,556700000.0,6400000000.0,14600000000.0
Pinnacle Financial Partners,United States,2800000000.0,548800000.0,48900000000.0,6400000000.0
AviChina Industry & Technology,China,11900000000.0,347600000.0,26100000000.0,4000000000.0
Virgin Money UK,United Kingdom,5000000000.0,235300000.0,112000000000.0,3500000000.0
C.H. Robinson,United States,17400000000.0,303100000.0,5500000000.0,9800000000.0
Hokuhoku Financial Group,Japan,1100000000.0,159400000.0,108200000000.0,1700000000.0
NOV,United States,8800000000.0,986000000.0,11300000000.0,7500000000.0
Unicaja Banco,Spain,3300000000.0,288300000.0,107300000000.0,3800000000.0
Chandra Asri Petrochemical,Indonesia,2100000000.0,-75700000.0,5400000000.0,49300000000.0
Stifel Financial,United States,5300000000.0,528600000.0,38300000000.0,8500000000.0
Haitong Securities,China,5600000000.0,163900000.0,106400000000.0,6900000000.0
Gen Digital,United States,3800000000.0,616000000.0,15800000000.0,15700000000.0
Covestro,Germany,15300000000.0,-224400000.0,14800000000.0,9900000000.0
Metro Group,Germany,33100000000.0,-43400000.0,12400000000.0,2000000000.0
Inner Mongolia Baotou Steel,China,9700000000.0,40200000.0,21100000000.0,10100000000.0
Palantir Technologies,United States,2300000000.0,298600000.0,4800000000.0,48500000000.0
Asbury Automotive Group,United States,15400000000.0,568200000.0,10100000000.0,4900000000.0
Fortum,Finland,7000000000.0,-2300000000.0,20500000000.0,14300000000.0
Mirae Asset Financial Group,South Korea,5100000000.0,193200000.0,101400000000.0,3400000000.0
Ayala Corp,Philippines,5400000000.0,732300000.0,29200000000.0,6700000000.0
Atlassian,United States,4200000000.0,-162600000.0,5100000000.0,46800000000.0
Jio Financial Services,India,224000000.0,193800000.0,17400000000.0,27200000000.0
PT Amman Mineral Internasional,Indonesia,2000000000.0,252100000.0,9900000000.0,46600000000.0
SLM,United States,3100000000.0,752800000.0,28300000000.0,4600000000.0
Trade Desk,United States,2100000000.0,201300000.0,4700000000.0,46400000000.0
Hachijuni Bank,Japan,1400000000.0,256399999.99999997,98000000000.0,3200000000.0
New Hope Liuhe,China,18300000000.0,100000.0,17500000000.0,6100000000.0
SBA Communications,United States,2700000000.0,555100000.0,10000000000.0,21400000000.0
Electric Power Development,Japan,8700000000.0,537900000.0,23000000000.0,3000000000.0
Autoliv,Sweden,10600000000.0,540000000.0,8300000000.000001,10200000000.0
United Natural Foods,United States,30300000000.0,-115000000.0,7700000000.0,666000000.0
Midea Real Estate Holding,China,10500000000.0,131100000.0,28400000000.0,1000000000.0
Anhui Construction Engineering Group,China,12300000000.0,211400000.0,23200000000.0,1200000000.0
Compal Electronics,Taiwan,29800000000.0,259800000.0,13800000000.0,5000000000.0
Avenue Supermarts,India,6100000000.0,306300000.0,2500000000.0,36600000000.0
Beijing Shougang,China,15900000000.0,97300000.0,19000000000.0,3500000000.0
BAC Holding International,Colombia,3800000000.0,610800000.0,36300000000.0,2900000000.0
Synovus,United States,3500000000.0,466100000.0,59800000000.0,5900000000.0
DCC,Ireland,24900000000.0,409900000.0,12000000000.0,7400000000.0
Link REIT,Hong Kong,1700000000.0,-244700000.0,32400000000.0,11900000000.0
Japan Securities,Japan,346000000.0,55500000.0,90800000000.0,907000000.0
Iron Mountain,United States,5600000000.0,193700000.0,17800000000.0,24000000000.0
SKF Group,Sweden,9600000000.0,585500000.0,11200000000.0,9900000000.0
D'Ieteren,Belgium,8600000000.0,545600000.0,8000000000.0,11400000000.0
Thai Beverage,Thailand,7900000000.0,751900000.0,13600000000.0,9200000000.0
Zheshang Development Group,China,28500000000.0,96200000.0,6500000000.0,782000000.0
Altice USA,United States,9200000000.0,6100000.0,31900000000.0,1000000000.0
Kyushu Financial Group,Japan,1500000000.0,182500000.0,89300000000.0,2700000000.0
Nishi-nippon Financial Holdings,Japan,1200000000.0,163000000.0,89100000000.0,1800000000.0
Rakuten Bank,Japan,948000000.0,238100000.0,89100000000.0,3300000000.0
Starwood Property Trust,United States,2200000000.0,433600000.0,66200000000.0,6600000000.0
Tapestry,United States,6700000000.0,880800000.0,13700000000.0,9700000000.0
UCB,Belgium,5700000000.0,370800000.0,17200000000.0,25700000000.0
Monolithic Power Systems,United States,1800000000.0,410100000.0,2600000000.0,35500000000.0
Bank of Zhengzhou,China,3800000000.0,229800000.0,87600000000.0,1000000000.0
Sinotrans Ltd.,China,14400000000.0,567500000.0,11000000000.0,4000000000.0
Insurance Australia Group,Australia,8400000000.0,511800000.0,17000000000.0,10100000000.0
North Pacific Bank,Japan,884000000.0,89300000.0,87500000000.0,1400000000.0
Huaibei Mining Holdings,China,9900000000.0,795300000.0,12100000000.0,7000000000.0
Lennox International,United States,5000000000.0,616400000.0,3000000000.0,17500000000.0
Airports of Thailand,Thailand,1800000000.0,480700000.0,5400000000.0,26400000000.0
Cencosud,Chile,19700000000.0,157100000.0,16000000000.0,5700000000.0
Valley National Bancorp,United States,3500000000.0,448200000.0,61000000000.0,4000000000.0
Formosa Chemicals,Taiwan,10600000000.0,345100000.0,17800000000.0,10300000000.0
Hirogin Holdings,Japan,1300000000.0,191500000.0,84500000000.0,2300000000.0
Gold Fields,South Africa,4500000000.0,700600000.0,8199999999.999999,14500000000.0
Zhejiang Expressway Co. Ltd.,China,2400000000.0,706700000.0,28300000000.0,4000000000.0
Columbia Bank,United States,3000000000.0,486800000.0,52200000000.0,4300000000.0
Datadog,United States,2300000000.0,115300000.0,4099999999.9999995,40200000000.0
Companhia Energetica de Minas Gerais,Brazil,7400000000.0,1200000000.0,11300000000.0,5800000000.0
Liberty Global,United Kingdom,7600000000.0,-2800000000.0,40600000000.0,6800000000.0
W. P. Carey,United States,1700000000.0,573200000.0,17600000000.0,13200000000.0
Yamaguchi Financial,Japan,1200000000.0,174400000.0,82900000000.0,2400000000.0
Jiangsu Zhongnan Construction Group,China,9200000000.0,-729000000.0,30600000000.0,297000000.0
Thai Oil,Thailand,13400000000.0,589000000.0,11700000000.0,2900000000.0
B3,Brazil,1800000000.0,809000000.0,9800000000.0,12200000000.0
Gap,United States,14900000000.0,502000000.0,11000000000.0,8100000000.0
Novonesis A/S,Denmark,2600000000.0,438800000.0,4200000000.0,29500000000.0
Power Assets Holdings,Hong Kong,165000000.0,766800000.0,12300000000.0,12800000000.0
Sumitomo Metal Mining,Japan,10000000000.0,405300000.0,20000000000.0,9000000000.0
Commercial International Bank,Egypt,4700000000.0,966700000.0,20600000000.0,4800000000.0
ARC Resources,Canada,3900000000.0,894900000.0,9100000000.0,11300000000.0
Asia Commercial Bank,Vietnam,2700000000.0,673100000.0,29600000000.0,4300000000.0
Shenzhou International Group Holdings,China,3500000000.0,642600000.0,6900000000.0,15600000000.0
AGC,Japan,14000000000.0,157500000.0,19800000000.0,7500000000.0
Adecco Group,Switzerland,25800000000.0,331600000.0,13300000000.0,6700000000.0
Avolta,Switzerland,14200000000.0,97100000.0,19600000000.0,6200000000.0
Graphic Packaging,United States,9200000000.0,681000000.0,11300000000.0,8600000000.0
BayWa,Germany,24800000000.0,-106100000.0,14300000000.0,932000000.0
Daou Data,South Korea,7500000000.0,51400000.0,40300000000.0,340000000.0
Brookfield Business,United States,9700000000.0,512500000.0,20900000000.0,2100000000.0
Dai Nippon Printing,Japan,9900000000.0,767100000.0,12900000000.0,7400000000.0
Skechers USA,United States,8300000000.000001,592000000.0,7600000000.0,10400000000.0
EQT AB,Sweden,2200000000.0,142000000.0,10200000000.0,37800000000.0
Jiangxi Bank,China,3100000000.0,100900000.0,77900000000.0,618000000.0
Jiangsu Changshu Rural Commercial Bank,China,2300000000.0,479500000.0,50500000000.0,3400000000.0
Heico,United States,3200000000.0,425300000.0,7300000000.0,29800000000.0
Ansys,United States,2200000000.0,434600000.0,7200000000.0,28600000000.0
Kyoto Financial Group,Japan,918000000.0,218300000.0,76500000000.0,1200000000.0
Skanska,Sweden,15800000000.0,461000000.0,15000000000.0,7500000000.0
Arab Bank,Jordan,2900000000.0,536000000.0,40400000000.0,3900000000.0
Segro,United Kingdom,931000000.0,-314500000.0,22100000000.0,15900000000.0
Incyte,United States,3800000000.0,745400000.0,7100000000.0,12800000000.0
Crown Holdings,United States,11800000000.0,415000000.0,14700000000.0,10300000000.0
Seres Group,China,7800000000.0,-223800000.0,8700000000.0,18400000000.0
Ampol ,Australia,24900000000.0,364500000.0,9100000000.0,5600000000.0
Medipal Holdings,Japan,24600000000.0,286800000.0,11900000000.0,3000000000.0
Wuestenrot & Wuerttembergische,Germany,5800000000.0,276900000.0,73800000000.0,1300000000.0
Daishi Hokuetsu Financial Group,Japan,1200000000.0,146600000.0,73600000000.0,1400000000.0
CoStar Group,United States,2500000000.0,294200000.0,9000000000.0,35700000000.0
Jindal Steel & Power,India,6000000000.0,717300000.0,9400000000.0,12400000000.0
Host Hotels & Resorts,United States,5400000000.0,721000000.0,12500000000.0,13000000000.0
Ceconomy,Germany,24100000000.0,120300000.0,10800000000.0,1500000000.0
Eurazeo,France,2400000000.0,2000000000.0,10800000000.0,6100000000.0
Hengyi Petrochemical ,China,19400000000.0,113600000.0,15200000000.0,3600000000.0
LIC Housing Finance,India,3300000000.0,574800000.0,34900000000.0,4300000000.0
Adani Green Energy,India,1100000000.0,132900000.0,10600000000.0,34800000000.0
DGB Financial Group,South Korea,3800000000.0,233000000.0,71500000000.0,1000000000.0
Lasertec,Japan,1600000000.0,463100000.0,1700000000.0,25100000000.0
China Grand Automotive Services,China,18700000000.0,-9300000.0,15500000000.0,1700000000.0
Gunma Bank,Japan,1400000000.0,215200000.0,71500000000.0,2600000000.0
Bajaj Holdings & Investment,India,207000000.0,877800000.0,7800000000.0,11000000000.0
Celltrion,South Korea,1800000000.0,297600000.0,15000000000.0,29100000000.0
"Chugin Financial Group,Inc.",Japan,1200000000.0,147900000.0,71100000000.0,1800000000.0
Bank of Jiujiang,Hong Kong,3100000000.0,59400000.0,71000000000.0,2300000000.0
KION Group,Germany,12500000000.0,373800000.0,20600000000.0,6400000000.0
Rite Aid,United States,23500000000.0,-1600000000.0,7100000000.0,7000000.0
Orpea,France,5600000000.0,1500000000.0,15400000000.0,2300000000.0
Focus Media Information Technology,China,1600000000.0,686900000.0,3500000000.0,13600000000.0
CTP,Netherlands,786000000.0,1000000000.0,17000000000.0,8199999999.999999
Umicore,Belgium,19700000000.0,416300000.0,11200000000.0,5100000000.0
Warner Music Group,United States,6400000000.0,522000000.0,8700000000.0,16600000000.000002
SBI Sumishin Net Bank,Japan,819000000.0,171800000.0,70500000000.0,2600000000.0
Toppan Printing,Japan,11600000000.0,514500000.0,16100000000.000002,7800000000.0
Everbright Securities,China,1900000000.0,549800000.0,36600000000.0,3500000000.0
Parkland,Canada,23200000000.0,288400000.0,10300000000.0,5100000000.0
Shanghai Tunnel Engineering Co. Ltd.,China,10700000000.0,409200000.0,22200000000.0,3100000000.0
Taiwan Business Bank,Taiwan,2000000000.0,316300000.0,69500000000.0,4400000000.0
Telia,Sweden,8500000000.0,28000000.0,20500000000.0,9900000000.0
77 Bank,Japan,905000000.0,206100000.0,69400000000.0,2300000000.0
Kawasaki Kisen Kaisha,Japan,6700000000.0,724600000.0,13900000000.0,10500000000.0
IDEX,United States,3200000000.0,577700000.0,5900000000.0,16800000000.0
Indorama Ventures,Thailand,15300000000.0,-324700000.0,17200000000.0,3900000000.0
Kingfisher,United Kingdom,16200000000.0,430200000.0,15200000000.0,6200000000.0
Braskem,Brazil,14000000000.0,-1200000000.0,18700000000.0,3000000000.0
Lotte Shopping,South Korea,11000000000.0,139600000.0,22900000000.0,1400000000.0
Gaming And Leisure Properties,United States,1500000000.0,725000000.0,11800000000.0,12500000000.0
Quilter,United Kingdom,5800000000.0,52200000.0,68000000000.0,1900000000.0
Bendigo & Adelaide Bank,Australia,3000000000.0,352000000.0,67900000000.00001,4099999999.9999995
Daou Technology,South Korea,7100000000.0,152700000.0,39900000000.0,620000000.0
BOK Financial,United States,3300000000.0,448400000.0,50200000000.0,6200000000.0
Marks & Spencer,United Kingdom,15400000000.0,496700000.0,10700000000.0,7200000000.0
Berry Global Group,United States,12200000000.0,504000000.0,16000000000.0,6900000000.0
WPG Holdings,Taiwan,22600000000.0,298300000.0,10600000000.0,4600000000.0
Shandong Gold Mining,China,8400000000.0,253100000.0,19000000000.0,10600000000.0
China Merchants Port Holdings,Hong Kong,1500000000.0,796100000.0,22100000000.0,6300000000.0
PT Adaro Energy Indonesia,Indonesia,6100000000.0,1600000000.0,10500000000.0,5600000000.0
Advantest,Japan,3400000000.0,430800000.0,4400000000.0,26300000000.0
Ooredoo Q.P.S.C,Qatar,6400000000.0,815400000.0,15600000000.0,8700000000.0
Pandora,Denmark,4200000000.0,700500000.0,3500000000.0,12800000000.0
Bank of Queensland,Australia,3100000000.0,178400000.0,65900000000.00001,2600000000.0
Jinke Property Group,China,8300000000.000001,-1300000000.0,29900000000.0,1200000000.0
Air Lease ,United States,2500000000.0,593800000.0,30900000000.0,5500000000.0
Latour Ab Investment,Sweden,2400000000.0,551600000.0,5900000000.0,17600000000.0
